time,P,G(i),H_sun,T2m,WS10m,Int
20140613:0410,7656000.0,57.92,10.7,18.41,1.62,0.0
20140613:0510,30824200.0,199.88,21.63,19.93,1.53,0.0
20140613:0610,68347400.0,404.44,32.93,21.44,1.43,0.0
20140613:0710,109223400.0,638.77,44.35,22.16,1.54,0.0
20140613:0810,140551400.0,836.76,55.51,22.88,1.64,0.0
20140613:0910,158725600.0,962.53,65.59,23.6,1.74,0.0
20140613:1010,167778600.0,1030.39,72.23,24.03,1.69,0.0
20140613:1110,166047200.0,1021.58,71.16,24.47,1.65,0.0
20140613:1210,149311800.0,908.2,63.32,24.9,1.6,0.0
20140613:1310,131907600.0,795.95,52.85,25.3,1.27,0.0
20140613:1410,98755800.0,591.6,41.58,25.71,0.94,0.0
20140613:1510,60814600.0,378.42,30.16,26.11,0.61,0.0
20140613:1610,20908800.0,164.51,18.92,24.57,0.63,0.0
20140613:1710,5385600.0,45.25,8.13,23.02,0.66,0.0
20140613:1810,0.0,0.0,0.0,21.48,0.69,0.0
20140613:1910,0.0,0.0,0.0,20.48,1.14,0.0
20140613:2010,0.0,0.0,0.0,19.49,1.6,0.0
20140613:2110,0.0,0.0,0.0,18.5,2.06,0.0
20140613:2210,0.0,0.0,0.0,18.16,2.02,0.0
20140613:2310,0.0,0.0,0.0,17.82,1.98,0.0
20140614:0010,0.0,0.0,0.0,17.48,1.94,0.0
20140614:0110,0.0,0.0,0.0,16.94,1.82,0.0
20140614:0210,0.0,0.0,0.0,16.41,1.7,0.0
20140614:0310,0.0,0.0,0.0,15.87,1.57,0.0
20140614:0410,8767000.0,64.26,10.7,17.84,1.19,0.0
20140614:0510,31004600.0,211.88,21.62,19.8,0.81,0.0
20140614:0610,71632000.0,429.63,32.92,21.77,0.43,0.0
20140614:0710,107353400.0,640.75,44.34,23.06,0.43,0.0
20140614:0810,133271600.0,816.21,55.5,24.34,0.43,0.0
20140614:0910,133738000.0,829.88,65.59,25.63,0.43,0.0
20140614:1010,143488400.0,883.06,72.27,25.73,1.25,0.0
20140614:1110,124476000.0,747.49,71.23,25.83,2.07,0.0
20140614:1210,17597800.0,117.3,63.39,25.93,2.9,0.0
20140614:1310,9094800.0,68.11,52.92,25.42,2.65,0.0
20140614:1410,6903600.0,54.87,41.65,24.91,2.41,0.0
20140614:1510,7077400.0,55.81,30.23,24.4,2.17,0.0
20140614:1610,17866200.0,119.16,18.99,23.36,1.89,0.0
20140614:1710,5999400.0,48.87,8.2,22.32,1.61,0.0
20140614:1810,0.0,0.0,0.0,21.29,1.34,0.0
20140614:1910,0.0,0.0,0.0,20.77,1.24,0.0
20140614:2010,0.0,0.0,0.0,20.25,1.14,0.0
20140614:2110,0.0,0.0,0.0,19.73,1.05,0.0
20140614:2210,0.0,0.0,0.0,19.32,1.28,0.0
20140614:2310,0.0,0.0,0.0,18.92,1.51,0.0
20140615:0010,0.0,0.0,0.0,18.51,1.74,0.0
20140615:0110,0.0,0.0,0.0,17.77,1.76,0.0
20140615:0210,0.0,0.0,0.0,17.04,1.78,0.0
20140615:0310,0.0,0.0,0.0,16.3,1.81,0.0
20140615:0410,7528400.0,57.02,10.69,17.66,1.57,0.0
20140615:0510,31042000.0,210.76,21.61,19.03,1.34,0.0
20140615:0610,72344800.0,428.24,32.91,20.39,1.1,0.0
20140615:0710,109817400.0,642.76,44.33,21.52,1.23,0.0
20140615:0810,138562600.0,827.17,55.5,22.64,1.35,0.0
20140615:0910,147276800.0,892.45,65.6,23.77,1.48,0.0
20140615:1010,134336400.0,812.9,72.3,23.59,1.19,0.0
20140615:1110,11770000.0,83.25,71.29,23.42,0.91,0.0
20140615:1210,10793200.0,77.57,63.45,23.24,0.62,0.0
20140615:1310,9171800.0,68.11,52.98,23.31,0.78,0.0
20140615:1410,6947600.0,54.87,41.71,23.39,0.93,0.0
20140615:1510,4349400.0,38.79,30.29,23.46,1.09,0.0
20140615:1610,4373600.0,38.79,19.06,22.42,1.09,0.0
